Date,Fruit,Freshness_Score,Spoilage_Status,Units_Sold,Price_per_Unit,Store_ID,City,Distributor,Delivery_Delay_Days,Revenue,Spoiled_Flag
2025-01-20,Pineapple,0.53,Not Fresh,99,2.0,ST004,Mumbai,QuickHarvest,3,198.0,1
2025-03-27,Banana,0.48,Not Fresh,34,3.4,ST003,Mumbai,FruityFast,0,115.6,1
2025-03-04,Pineapple,0.84,Fresh,176,3.75,ST003,Mumbai,DistriFresh,5,660.0,0
2025-03-08,Pineapple,0.54,Not Fresh,40,3.87,ST001,Hyderabad,QuickHarvest,0,154.8,1
2025-01-17,Mango,0.81,Fresh,25,1.15,ST001,Mumbai,AgroSupply,4,28.749999999999996,0
2025-02-15,Banana,0.67,Fresh,169,4.16,ST001,Bangalore,DistriFresh,1,703.0400000000001,0
2025-01-21,Pineapple,0.32,Not Fresh,70,1.21,ST001,Bangalore,DistriFresh,5,84.7,1
2025-02-03,Orange,0.83,Fresh,144,2.34,ST002,Delhi,FruityFast,2,336.96,0
2025-02-11,Mango,0.77,Fresh,108,1.32,ST002,Delhi,QuickHarvest,5,142.56,0
2025-03-21,Pineapple,0.49,Not Fresh,93,2.72,ST004,Bangalore,DistriFresh,1,252.96,1
2025-02-08,Pineapple,0.97,Fresh,22,4.47,ST001,Hyderabad,QuickHarvest,2,98.33999999999999,0
2025-02-07,Orange,0.46,Not Fresh,57,1.65,ST003,Delhi,DistriFresh,0,94.05,1
2025-02-10,Banana,0.98,Fresh,131,1.48,ST004,Bangalore,FruityFast,5,193.88,0
2025-03-03,Mango,0.68,Fresh,37,2.73,ST003,Delhi,DistriFresh,0,101.01,0
2025-01-11,Pineapple,0.78,Fresh,103,2.96,ST003,Bangalore,DistriFresh,3,304.88,0
2025-03-23,Orange,0.9,Fresh,164,4.87,ST004,Bangalore,QuickHarvest,0,798.6800000000001,0
2025-03-03,Orange,0.94,Fresh,167,1.56,ST003,Hyderabad,QuickHarvest,5,260.52,0
2025-02-02,Apple,0.81,Fresh,42,1.75,ST003,Delhi,QuickHarvest,4,73.5,0
2025-03-24,Mango,0.52,Not Fresh,82,2.95,ST003,Mumbai,DistriFresh,0,241.9,1
2025-04-01,Pineapple,0.93,Fresh,70,1.95,ST002,Bangalore,DistriFresh,0,136.5,0
2025-03-30,Banana,0.94,Fresh,169,4.82,ST003,Hyderabad,DistriFresh,0,814.58,0
2025-02-02,Pineapple,0.64,Fresh,171,1.16,ST003,Delhi,QuickHarvest,0,198.35999999999999,0
2025-02-14,Banana,0.96,Fresh,78,2.54,ST001,Bangalore,QuickHarvest,4,198.12,0
2025-02-03,Mango,0.95,Fresh,67,3.22,ST001,Hyderabad,QuickHarvest,3,215.74,0
2025-02-18,Banana,0.65,Fresh,62,3.18,ST004,Bangalore,QuickHarvest,4,197.16,0
2025-03-11,Pineapple,0.49,Not Fresh,84,4.29,ST001,Delhi,AgroSupply,5,360.36,1
2025-02-11,Banana,0.44,Not Fresh,17,2.2,ST004,Hyderabad,AgroSupply,3,37.400000000000006,1
2025-02-06,Orange,0.86,Fresh,75,1.98,ST004,Mumbai,QuickHarvest,5,148.5,0
2025-02-26,Banana,0.44,Not Fresh,89,3.92,ST001,Bangalore,QuickHarvest,5,348.88,1
2025-02-15,Banana,0.74,Fresh,175,3.76,ST003,Mumbai,AgroSupply,5,658.0,0
2025-03-02,Mango,0.99,Fresh,33,4.01,ST001,Bangalore,DistriFresh,1,132.32999999999998,0
2025-03-10,Apple,0.95,Fresh,150,1.25,ST003,Bangalore,DistriFresh,5,187.5,0
2025-01-11,Apple,0.71,Fresh,86,2.74,ST004,Mumbai,DistriFresh,3,235.64000000000001,0
2025-03-10,Orange,0.58,Not Fresh,46,4.38,ST003,Hyderabad,AgroSupply,0,201.48,1
2025-01-10,Orange,0.71,Fresh,166,2.2,ST001,Hyderabad,AgroSupply,1,365.20000000000005,0
2025-01-22,Apple,0.36,Not Fresh,50,2.6,ST001,Bangalore,FruityFast,5,130.0,1
2025-01-14,Apple,0.79,Fresh,142,3.54,ST002,Bangalore,DistriFresh,3,502.68,0
2025-01-07,Banana,0.76,Fresh,64,2.75,ST001,Bangalore,AgroSupply,5,176.0,0
2025-01-19,Apple,0.81,Fresh,169,2.29,ST003,Bangalore,QuickHarvest,2,387.01,0
2025-03-06,Orange,0.62,Fresh,161,2.03,ST004,Delhi,QuickHarvest,2,326.83,0
2025-01-17,Banana,0.87,Fresh,100,4.44,ST002,Bangalore,QuickHarvest,5,444.00000000000006,0
2025-03-07,Orange,0.34,Not Fresh,86,2.32,ST003,Mumbai,QuickHarvest,2,199.51999999999998,1
2025-03-05,Pineapple,0.9,Fresh,150,3.13,ST003,Mumbai,QuickHarvest,5,469.5,0
2025-01-12,Pineapple,0.56,Not Fresh,70,3.41,ST002,Hyderabad,DistriFresh,1,238.70000000000002,1
2025-03-22,Pineapple,0.62,Fresh,152,2.69,ST003,Mumbai,FruityFast,2,408.88,0
2025-02-12,Apple,0.56,Not Fresh,52,2.77,ST003,Bangalore,QuickHarvest,1,144.04,1
2025-03-10,Orange,0.63,Fresh,119,1.04,ST004,Hyderabad,FruityFast,3,123.76,0
2025-03-08,Apple,0.85,Fresh,45,4.87,ST004,Hyderabad,QuickHarvest,1,219.15,0
2025-02-24,Orange,0.97,Fresh,123,3.21,ST004,Mumbai,DistriFresh,1,394.83,0
2025-02-15,Mango,0.33,Not Fresh,34,3.19,ST004,Delhi,DistriFresh,2,108.46,1
2025-03-27,Orange,0.82,Fresh,93,1.36,ST003,Delhi,AgroSupply,4,126.48,0
2025-01-23,Apple,0.42,Not Fresh,7,3.52,ST004,Delhi,QuickHarvest,5,24.64,1
2025-01-19,Banana,0.91,Fresh,140,4.04,ST002,Mumbai,QuickHarvest,5,565.6,0
2025-02-16,Pineapple,0.95,Fresh,40,3.07,ST002,Mumbai,FruityFast,1,122.8,0
2025-01-08,Pineapple,0.62,Fresh,126,3.22,ST001,Delhi,DistriFresh,4,405.72,0
2025-03-24,Pineapple,0.92,Fresh,96,3.7,ST001,Hyderabad,AgroSupply,4,355.20000000000005,0
2025-03-28,Pineapple,0.99,Fresh,66,2.6,ST004,Delhi,AgroSupply,2,171.6,0
2025-02-24,Banana,0.69,Fresh,168,3.79,ST004,Delhi,AgroSupply,1,636.72,0
2025-03-02,Pineapple,0.53,Not Fresh,81,4.24,ST003,Hyderabad,QuickHarvest,0,343.44,1
2025-01-07,Orange,0.69,Fresh,78,3.78,ST002,Hyderabad,AgroSupply,0,294.84,0
2025-03-08,Apple,0.98,Fresh,33,4.86,ST004,Bangalore,AgroSupply,0,160.38000000000002,0
2025-02-28,Mango,0.39,Not Fresh,13,2.62,ST004,Delhi,QuickHarvest,0,34.06,1
2025-03-05,Mango,0.6,Fresh,84,1.62,ST002,Mumbai,QuickHarvest,3,136.08,0
2025-04-01,Mango,0.96,Fresh,139,2.79,ST002,Mumbai,DistriFresh,2,387.81,0
2025-03-21,Mango,0.53,Not Fresh,42,2.07,ST004,Mumbai,DistriFresh,2,86.94,1
2025-02-02,Apple,1.0,Fresh,99,2.15,ST001,Mumbai,QuickHarvest,0,212.85,0
2025-03-24,Apple,0.96,Fresh,103,3.65,ST004,Delhi,DistriFresh,4,375.95,0
2025-02-19,Banana,0.61,Fresh,35,3.9,ST001,Bangalore,DistriFresh,5,136.5,0
2025-03-31,Orange,0.36,Not Fresh,98,2.35,ST004,Hyderabad,QuickHarvest,2,230.3,1
2025-02-28,Banana,0.64,Fresh,30,1.17,ST003,Mumbai,AgroSupply,0,35.099999999999994,0
2025-03-30,Mango,0.62,Fresh,20,3.93,ST001,Hyderabad,DistriFresh,5,78.60000000000001,0
2025-01-26,Banana,0.65,Fresh,87,1.91,ST003,Hyderabad,AgroSupply,5,166.17,0
2025-01-25,Mango,0.32,Not Fresh,27,1.61,ST003,Bangalore,FruityFast,4,43.470000000000006,1
2025-03-02,Orange,0.46,Not Fresh,33,4.26,ST004,Hyderabad,FruityFast,3,140.57999999999998,1
2025-03-21,Apple,0.77,Fresh,32,2.2,ST002,Delhi,DistriFresh,5,70.4,0
2025-03-25,Banana,0.52,Not Fresh,95,1.45,ST001,Hyderabad,DistriFresh,5,137.75,1
2025-02-19,Banana,0.99,Fresh,152,2.18,ST004,Mumbai,DistriFresh,0,331.36,0
2025-02-22,Apple,0.81,Fresh,164,4.91,ST003,Bangalore,FruityFast,3,805.24,0
2025-01-25,Orange,0.94,Fresh,193,4.62,ST003,Delhi,QuickHarvest,4,891.66,0
2025-03-10,Banana,0.59,Not Fresh,38,2.23,ST002,Bangalore,FruityFast,3,84.74,1
2025-03-07,Mango,0.42,Not Fresh,98,3.17,ST004,Bangalore,AgroSupply,2,310.65999999999997,1
2025-03-10,Pineapple,0.39,Not Fresh,63,1.84,ST003,Delhi,AgroSupply,2,115.92,1
2025-01-20,Orange,0.71,Fresh,60,4.38,ST003,Mumbai,QuickHarvest,2,262.8,0
2025-02-03,Apple,0.61,Fresh,102,2.77,ST003,Delhi,AgroSupply,2,282.54,0
2025-01-28,Pineapple,0.85,Fresh,113,2.76,ST002,Delhi,DistriFresh,4,311.88,0
2025-03-20,Banana,0.42,Not Fresh,55,4.51,ST003,Hyderabad,DistriFresh,3,248.04999999999998,1
2025-01-30,Mango,0.7,Fresh,193,1.27,ST001,Delhi,DistriFresh,2,245.11,0
2025-03-13,Banana,0.69,Fresh,194,4.03,ST001,Delhi,AgroSupply,5,781.82,0
2025-02-26,Orange,0.38,Not Fresh,72,4.55,ST003,Hyderabad,QuickHarvest,4,327.59999999999997,1
2025-03-25,Apple,0.92,Fresh,200,1.08,ST003,Mumbai,AgroSupply,0,216.0,0
2025-01-28,Orange,0.56,Not Fresh,28,2.0,ST004,Delhi,AgroSupply,0,56.0,1
2025-02-12,Mango,0.53,Not Fresh,10,2.03,ST001,Delhi,FruityFast,5,20.299999999999997,1
2025-01-27,Banana,1.0,Fresh,92,2.58,ST001,Bangalore,FruityFast,2,237.36,0
2025-01-20,Banana,0.6,Fresh,172,2.87,ST001,Hyderabad,QuickHarvest,3,493.64000000000004,0
2025-02-28,Mango,0.78,Fresh,200,2.59,ST002,Delhi,AgroSupply,3,518.0,0
2025-03-15,Apple,0.68,Fresh,168,1.2,ST004,Mumbai,FruityFast,4,201.6,0
2025-02-18,Orange,0.54,Not Fresh,98,4.74,ST001,Mumbai,DistriFresh,2,464.52000000000004,1
2025-01-30,Orange,0.91,Fresh,104,3.13,ST003,Delhi,AgroSupply,2,325.52,0
2025-01-04,Pineapple,0.34,Not Fresh,26,3.91,ST003,Hyderabad,QuickHarvest,5,101.66,1
2025-01-24,Orange,0.4,Not Fresh,42,1.17,ST003,Mumbai,QuickHarvest,2,49.14,1
2025-03-13,Orange,0.94,Fresh,104,4.03,ST001,Bangalore,DistriFresh,0,419.12,0
2025-03-27,Pineapple,0.45,Not Fresh,29,3.92,ST004,Bangalore,DistriFresh,4,113.67999999999999,1
2025-02-01,Pineapple,0.67,Fresh,159,2.97,ST003,Bangalore,FruityFast,2,472.23,0
2025-02-10,Mango,0.72,Fresh,134,4.34,ST001,Mumbai,AgroSupply,5,581.56,0
2025-03-15,Mango,0.39,Not Fresh,29,2.25,ST002,Mumbai,AgroSupply,2,65.25,1
2025-02-20,Apple,0.51,Not Fresh,89,2.32,ST002,Delhi,AgroSupply,1,206.48,1
2025-03-22,Pineapple,0.74,Fresh,65,1.04,ST003,Bangalore,AgroSupply,3,67.60000000000001,0
2025-01-11,Apple,0.94,Fresh,106,3.51,ST003,Bangalore,AgroSupply,5,372.06,0
2025-01-22,Banana,0.46,Not Fresh,25,1.36,ST003,Mumbai,FruityFast,0,34.0,1
2025-01-16,Banana,0.37,Not Fresh,48,4.19,ST004,Bangalore,QuickHarvest,0,201.12,1
2025-01-08,Apple,0.34,Not Fresh,90,3.83,ST003,Mumbai,QuickHarvest,3,344.7,1
2025-01-21,Orange,0.83,Fresh,141,1.05,ST003,Delhi,DistriFresh,4,148.05,0
2025-02-15,Orange,0.6,Fresh,52,2.81,ST001,Hyderabad,AgroSupply,5,146.12,0
2025-01-09,Pineapple,0.82,Fresh,127,2.39,ST002,Delhi,FruityFast,4,303.53000000000003,0
2025-01-08,Pineapple,0.54,Not Fresh,69,4.2,ST002,Mumbai,QuickHarvest,4,289.8,1
2025-02-02,Orange,0.62,Fresh,60,1.73,ST001,Mumbai,QuickHarvest,1,103.8,0
2025-02-16,Orange,0.96,Fresh,95,4.88,ST003,Bangalore,FruityFast,3,463.59999999999997,0
2025-01-23,Apple,0.41,Not Fresh,70,3.6,ST001,Delhi,QuickHarvest,3,252.0,1
2025-03-13,Orange,0.4,Not Fresh,67,4.82,ST002,Bangalore,FruityFast,1,322.94,1
2025-02-22,Banana,0.8,Fresh,43,1.01,ST002,Delhi,FruityFast,1,43.43,0
2025-01-06,Orange,0.3,Not Fresh,24,2.21,ST002,Delhi,AgroSupply,2,53.04,1
2025-02-27,Mango,0.36,Not Fresh,62,2.48,ST002,Mumbai,DistriFresh,1,153.76,1
2025-03-18,Apple,0.83,Fresh,148,4.4,ST002,Bangalore,AgroSupply,0,651.2,0
2025-03-07,Banana,0.57,Not Fresh,18,3.32,ST003,Delhi,AgroSupply,0,59.76,1
2025-01-20,Pineapple,0.99,Fresh,71,1.46,ST004,Delhi,DistriFresh,3,103.66,0
2025-01-08,Mango,0.8,Fresh,146,1.14,ST001,Hyderabad,DistriFresh,2,166.44,0
2025-01-01,Pineapple,0.83,Fresh,66,4.86,ST002,Hyderabad,AgroSupply,0,320.76000000000005,0
2025-01-19,Orange,0.64,Fresh,69,3.82,ST004,Hyderabad,QuickHarvest,2,263.58,0
2025-01-20,Banana,0.88,Fresh,66,3.08,ST004,Hyderabad,QuickHarvest,3,203.28,0
2025-02-11,Mango,0.43,Not Fresh,28,2.11,ST001,Delhi,DistriFresh,3,59.08,1
2025-02-04,Apple,0.46,Not Fresh,58,3.94,ST004,Bangalore,DistriFresh,3,228.52,1
2025-03-03,Banana,0.9,Fresh,123,3.82,ST001,Bangalore,DistriFresh,3,469.85999999999996,0
2025-03-02,Banana,0.55,Not Fresh,76,3.7,ST002,Mumbai,QuickHarvest,3,281.2,1
2025-01-29,Apple,0.59,Not Fresh,44,1.81,ST004,Bangalore,AgroSupply,3,79.64,1
2025-03-23,Pineapple,0.61,Fresh,153,3.93,ST004,Delhi,QuickHarvest,1,601.2900000000001,0
2025-03-12,Mango,0.68,Fresh,144,2.63,ST001,Hyderabad,AgroSupply,1,378.71999999999997,0
2025-03-28,Banana,0.69,Fresh,83,2.5,ST002,Bangalore,AgroSupply,5,207.5,0
2025-01-08,Mango,0.37,Not Fresh,90,3.23,ST001,Hyderabad,DistriFresh,0,290.7,1
2025-02-01,Apple,0.75,Fresh,51,3.5,ST003,Mumbai,QuickHarvest,3,178.5,0
2025-01-01,Pineapple,0.86,Fresh,164,3.48,ST001,Delhi,QuickHarvest,4,570.72,0
2025-02-04,Apple,0.8,Fresh,134,2.37,ST003,Mumbai,DistriFresh,0,317.58000000000004,0
2025-02-15,Orange,0.37,Not Fresh,100,2.76,ST004,Mumbai,DistriFresh,5,276.0,1
2025-02-14,Orange,0.43,Not Fresh,60,2.61,ST004,Bangalore,FruityFast,4,156.6,1
2025-01-11,Banana,0.8,Fresh,184,3.77,ST001,Mumbai,AgroSupply,5,693.68,0
2025-03-29,Pineapple,0.62,Fresh,24,1.87,ST002,Hyderabad,AgroSupply,5,44.88,0
2025-02-16,Orange,0.99,Fresh,152,1.2,ST002,Bangalore,QuickHarvest,0,182.4,0
2025-01-04,Apple,0.95,Fresh,82,1.3,ST002,Bangalore,AgroSupply,4,106.60000000000001,0
2025-03-16,Apple,0.35,Not Fresh,10,4.74,ST004,Hyderabad,QuickHarvest,0,47.400000000000006,1
2025-01-05,Mango,0.88,Fresh,87,1.42,ST001,Delhi,AgroSupply,0,123.53999999999999,0
2025-03-23,Apple,0.67,Fresh,43,3.03,ST004,Bangalore,FruityFast,0,130.29,0
2025-01-22,Orange,0.75,Fresh,117,2.48,ST003,Mumbai,DistriFresh,3,290.16,0
2025-03-16,Pineapple,0.51,Not Fresh,78,2.68,ST001,Bangalore,AgroSupply,3,209.04000000000002,1
2025-03-13,Orange,0.38,Not Fresh,6,1.82,ST002,Mumbai,FruityFast,3,10.92,1
2025-01-02,Banana,0.48,Not Fresh,64,4.41,ST002,Delhi,DistriFresh,4,282.24,1
2025-01-04,Mango,0.6,Fresh,78,3.56,ST001,Mumbai,AgroSupply,3,277.68,0
2025-01-15,Pineapple,0.34,Not Fresh,92,1.53,ST002,Delhi,FruityFast,0,140.76,1
2025-03-09,Pineapple,0.9,Fresh,69,1.4,ST002,Hyderabad,AgroSupply,1,96.6,0
2025-03-17,Apple,0.68,Fresh,168,3.21,ST001,Hyderabad,DistriFresh,3,539.28,0
2025-03-26,Orange,0.54,Not Fresh,100,4.15,ST004,Bangalore,QuickHarvest,1,415.00000000000006,1
2025-02-07,Orange,0.41,Not Fresh,9,3.39,ST003,Hyderabad,DistriFresh,1,30.51,1
2025-02-18,Apple,0.4,Not Fresh,21,2.07,ST001,Delhi,FruityFast,2,43.47,1
2025-03-13,Orange,0.61,Fresh,83,4.81,ST002,Mumbai,DistriFresh,5,399.22999999999996,0
2025-03-08,Apple,0.37,Not Fresh,35,1.01,ST002,Delhi,QuickHarvest,3,35.35,1
2025-02-17,Apple,0.54,Not Fresh,75,1.4,ST003,Bangalore,AgroSupply,2,105.0,1
2025-01-22,Orange,0.59,Not Fresh,26,2.26,ST004,Mumbai,DistriFresh,0,58.75999999999999,1
2025-03-26,Orange,0.98,Fresh,123,3.19,ST001,Mumbai,AgroSupply,4,392.37,0
2025-01-18,Pineapple,0.84,Fresh,64,2.57,ST001,Mumbai,FruityFast,1,164.48,0
2025-01-25,Pineapple,0.55,Not Fresh,13,3.27,ST002,Delhi,QuickHarvest,2,42.51,1
2025-01-26,Orange,0.51,Not Fresh,9,4.38,ST002,Delhi,QuickHarvest,4,39.42,1
2025-02-28,Orange,0.49,Not Fresh,15,1.84,ST001,Bangalore,DistriFresh,1,27.6,1
2025-03-29,Pineapple,1.0,Fresh,109,2.19,ST001,Hyderabad,FruityFast,1,238.71,0
2025-03-14,Pineapple,0.98,Fresh,199,1.08,ST004,Hyderabad,FruityFast,2,214.92000000000002,0
2025-01-17,Orange,0.91,Fresh,21,3.44,ST001,Bangalore,AgroSupply,0,72.24,0
2025-03-22,Pineapple,0.59,Not Fresh,90,2.3,ST003,Bangalore,FruityFast,0,206.99999999999997,1
2025-03-11,Banana,0.99,Fresh,188,2.89,ST003,Bangalore,AgroSupply,3,543.32,0
2025-02-03,Banana,0.42,Not Fresh,21,3.66,ST002,Bangalore,QuickHarvest,3,76.86,1
2025-02-08,Apple,0.79,Fresh,113,2.11,ST004,Hyderabad,QuickHarvest,5,238.42999999999998,0
2025-01-16,Apple,0.4,Not Fresh,41,1.81,ST004,Mumbai,QuickHarvest,1,74.21000000000001,1
2025-02-12,Mango,0.47,Not Fresh,59,2.53,ST002,Delhi,QuickHarvest,3,149.26999999999998,1
2025-01-20,Mango,0.31,Not Fresh,38,4.08,ST004,Bangalore,QuickHarvest,1,155.04,1
2025-02-24,Orange,0.5,Not Fresh,42,4.06,ST004,Hyderabad,AgroSupply,5,170.51999999999998,1
2025-02-03,Orange,0.34,Not Fresh,7,1.91,ST002,Delhi,QuickHarvest,0,13.37,1
2025-02-13,Pineapple,0.43,Not Fresh,87,2.59,ST002,Bangalore,AgroSupply,5,225.32999999999998,1
2025-03-04,Orange,0.81,Fresh,78,2.36,ST004,Hyderabad,FruityFast,2,184.07999999999998,0
2025-03-05,Banana,0.38,Not Fresh,54,2.44,ST002,Mumbai,DistriFresh,5,131.76,1
2025-01-17,Pineapple,0.77,Fresh,166,3.67,ST002,Mumbai,DistriFresh,4,609.22,0
2025-01-04,Banana,0.45,Not Fresh,84,1.85,ST001,Bangalore,FruityFast,0,155.4,1
2025-01-21,Mango,0.69,Fresh,72,3.22,ST002,Hyderabad,DistriFresh,0,231.84,0
2025-01-09,Pineapple,0.67,Fresh,30,3.99,ST003,Hyderabad,DistriFresh,4,119.7,0
2025-01-28,Mango,0.89,Fresh,36,2.49,ST004,Mumbai,AgroSupply,1,89.64000000000001,0
2025-03-10,Orange,0.75,Fresh,109,2.31,ST004,Hyderabad,DistriFresh,1,251.79,0
2025-01-13,Banana,0.8,Fresh,170,3.35,ST003,Delhi,AgroSupply,3,569.5,0
2025-01-22,Orange,0.7,Fresh,51,4.25,ST004,Delhi,QuickHarvest,5,216.75,0
2025-02-02,Mango,0.68,Fresh,47,2.76,ST004,Bangalore,DistriFresh,5,129.72,0
2025-02-22,Mango,0.54,Not Fresh,50,4.95,ST002,Bangalore,FruityFast,1,247.5,1
2025-03-25,Apple,0.95,Fresh,79,4.27,ST001,Delhi,FruityFast,4,337.33,0
2025-03-07,Apple,0.42,Not Fresh,32,4.36,ST001,Bangalore,QuickHarvest,4,139.52,1
2025-03-27,Banana,0.85,Fresh,184,4.04,ST003,Hyderabad,DistriFresh,3,743.36,0
2025-02-04,Pineapple,0.84,Fresh,189,1.45,ST003,Hyderabad,AgroSupply,5,274.05,0
2025-03-30,Apple,0.84,Fresh,186,1.51,ST004,Hyderabad,QuickHarvest,2,280.86,0
2025-01-22,Mango,0.76,Fresh,186,4.57,ST001,Hyderabad,FruityFast,1,850.0200000000001,0
2025-03-26,Orange,0.52,Not Fresh,55,2.08,ST001,Bangalore,FruityFast,1,114.4,1
2025-03-30,Pineapple,0.75,Fresh,134,1.65,ST003,Hyderabad,FruityFast,5,221.1,0
2025-01-16,Orange,0.87,Fresh,130,1.47,ST004,Hyderabad,FruityFast,2,191.1,0
2025-01-30,Apple,0.4,Not Fresh,91,1.55,ST004,Bangalore,QuickHarvest,1,141.05,1
2025-03-19,Banana,0.4,Not Fresh,8,1.43,ST002,Bangalore,AgroSupply,2,11.44,1
2025-02-15,Banana,0.87,Fresh,76,4.74,ST004,Hyderabad,DistriFresh,2,360.24,0
2025-01-03,Banana,0.67,Fresh,57,1.52,ST001,Hyderabad,QuickHarvest,4,86.64,0
2025-04-01,Pineapple,0.3,Not Fresh,9,4.41,ST002,Bangalore,FruityFast,2,39.69,1
2025-02-09,Orange,0.59,Not Fresh,25,4.01,ST004,Hyderabad,FruityFast,2,100.25,1
2025-01-29,Orange,0.89,Fresh,171,4.5,ST002,Bangalore,AgroSupply,5,769.5,0
2025-01-23,Mango,0.79,Fresh,53,2.27,ST004,Bangalore,DistriFresh,5,120.31,0
2025-01-11,Orange,0.73,Fresh,75,2.39,ST003,Delhi,FruityFast,4,179.25,0
2025-03-08,Pineapple,0.68,Fresh,184,2.17,ST001,Hyderabad,AgroSupply,4,399.28,0
2025-03-24,Banana,0.81,Fresh,187,1.39,ST001,Mumbai,QuickHarvest,1,259.93,0
2025-02-15,Mango,0.8,Fresh,101,4.49,ST004,Delhi,DistriFresh,3,453.49,0
2025-02-16,Banana,0.56,Not Fresh,100,3.49,ST004,Bangalore,QuickHarvest,4,349.0,1
2025-01-24,Mango,0.55,Not Fresh,25,2.28,ST003,Mumbai,FruityFast,4,56.99999999999999,1
2025-03-04,Banana,0.71,Fresh,104,3.82,ST003,Delhi,QuickHarvest,3,397.28,0
2025-03-15,Banana,0.37,Not Fresh,42,1.62,ST003,Mumbai,FruityFast,1,68.04,1
2025-02-24,Pineapple,0.54,Not Fresh,70,3.83,ST004,Bangalore,AgroSupply,4,268.1,1
2025-04-01,Mango,0.49,Not Fresh,85,2.01,ST002,Delhi,FruityFast,1,170.85,1
2025-02-21,Orange,0.33,Not Fresh,61,2.04,ST001,Delhi,AgroSupply,2,124.44,1
2025-02-21,Apple,0.35,Not Fresh,66,4.08,ST001,Mumbai,AgroSupply,2,269.28000000000003,1
2025-02-08,Banana,0.78,Fresh,80,4.03,ST003,Mumbai,QuickHarvest,2,322.40000000000003,0
2025-01-28,Banana,0.37,Not Fresh,78,2.08,ST004,Hyderabad,AgroSupply,5,162.24,1
2025-03-02,Pineapple,0.91,Fresh,56,1.8,ST004,Hyderabad,FruityFast,5,100.8,0
2025-01-01,Banana,0.78,Fresh,173,4.81,ST002,Bangalore,AgroSupply,4,832.1299999999999,0
2025-01-17,Banana,0.49,Not Fresh,89,1.07,ST002,Bangalore,QuickHarvest,3,95.23,1
2025-02-07,Apple,0.36,Not Fresh,64,2.14,ST002,Hyderabad,DistriFresh,4,136.96,1
2025-03-26,Apple,0.45,Not Fresh,81,2.59,ST003,Bangalore,DistriFresh,3,209.79,1
2025-03-12,Apple,0.65,Fresh,76,4.17,ST004,Mumbai,QuickHarvest,3,316.92,0
2025-01-25,Orange,0.8,Fresh,97,3.69,ST001,Mumbai,FruityFast,1,357.93,0
2025-03-17,Pineapple,0.89,Fresh,125,4.86,ST003,Mumbai,FruityFast,3,607.5,0
2025-02-15,Apple,0.53,Not Fresh,65,5.0,ST002,Hyderabad,AgroSupply,3,325.0,1
2025-03-02,Apple,0.57,Not Fresh,31,1.37,ST004,Bangalore,FruityFast,5,42.470000000000006,1
2025-01-16,Pineapple,0.94,Fresh,148,3.29,ST004,Mumbai,FruityFast,1,486.92,0
2025-02-25,Orange,0.51,Not Fresh,87,4.11,ST004,Hyderabad,DistriFresh,0,357.57000000000005,1
2025-01-02,Mango,0.58,Not Fresh,93,2.97,ST003,Bangalore,QuickHarvest,5,276.21000000000004,1
2025-02-28,Pineapple,0.9,Fresh,20,3.21,ST004,Hyderabad,AgroSupply,1,64.2,0
2025-01-20,Pineapple,0.87,Fresh,163,3.66,ST003,Delhi,QuickHarvest,4,596.58,0
2025-01-04,Apple,0.92,Fresh,46,3.2,ST001,Mumbai,FruityFast,5,147.20000000000002,0
2025-03-13,Pineapple,0.6,Fresh,91,3.61,ST002,Bangalore,FruityFast,4,328.51,0
2025-01-26,Pineapple,0.94,Fresh,164,1.11,ST003,Bangalore,FruityFast,5,182.04000000000002,0
2025-01-14,Pineapple,0.9,Fresh,153,3.23,ST003,Delhi,QuickHarvest,2,494.19,0
2025-03-28,Apple,0.34,Not Fresh,30,3.05,ST002,Hyderabad,AgroSupply,0,91.5,1
2025-01-28,Mango,0.4,Not Fresh,58,3.14,ST002,Mumbai,FruityFast,4,182.12,1
2025-01-12,Pineapple,0.62,Fresh,70,1.43,ST004,Delhi,FruityFast,3,100.1,0
2025-02-15,Pineapple,0.6,Fresh,126,2.33,ST001,Bangalore,FruityFast,2,293.58,0
2025-04-01,Apple,0.54,Not Fresh,11,3.89,ST002,Mumbai,QuickHarvest,5,42.79,1
2025-03-27,Mango,0.75,Fresh,110,4.22,ST004,Mumbai,FruityFast,4,464.2,0
2025-02-11,Apple,0.81,Fresh,123,4.36,ST004,Hyderabad,DistriFresh,4,536.2800000000001,0
2025-01-20,Pineapple,0.9,Fresh,141,3.28,ST003,Mumbai,DistriFresh,3,462.47999999999996,0
2025-02-15,Mango,0.98,Fresh,25,3.91,ST004,Delhi,QuickHarvest,0,97.75,0
2025-03-28,Pineapple,0.37,Not Fresh,54,1.55,ST004,Hyderabad,AgroSupply,1,83.7,1
2025-01-21,Orange,0.74,Fresh,86,4.68,ST001,Bangalore,AgroSupply,3,402.47999999999996,0
2025-01-19,Banana,0.51,Not Fresh,89,1.28,ST001,Delhi,AgroSupply,1,113.92,1
2025-03-14,Banana,0.99,Fresh,62,3.19,ST004,Hyderabad,FruityFast,4,197.78,0
2025-01-31,Orange,0.42,Not Fresh,99,2.85,ST001,Bangalore,DistriFresh,4,282.15000000000003,1
2025-01-02,Apple,0.87,Fresh,23,3.92,ST003,Hyderabad,AgroSupply,2,90.16,0
2025-01-27,Orange,0.98,Fresh,155,1.65,ST001,Bangalore,DistriFresh,0,255.75,0
